case:concept:name,concept:name,time:timestamp
1-467153946,Accepted,2011-04-06 08:32:07+00:00
1-467153946,Accepted,2011-04-06 09:47:50+00:00
1-467153946,Accepted,2011-04-06 09:48:33+00:00
1-467153946,Accepted,2011-04-06 10:08:47+00:00
1-467153946,Accepted,2011-04-07 11:36:47+00:00
1-467153946,Accepted,2011-04-07 12:06:06+00:00
1-467153946,Accepted,2011-04-08 12:10:59+00:00
1-467153946,Accepted,2011-04-08 12:17:44+00:00
1-467153946,Queued,2011-04-08 12:20:00+00:00
1-467153946,Accepted,2011-04-12 13:16:47+00:00
1-467153946,Accepted,2011-08-08 13:28:38+00:00
1-467153946,Accepted,2011-09-12 09:22:38+00:00
1-467153946,Accepted,2011-11-21 12:52:19+00:00
1-467153946,Accepted,2011-11-21 12:52:57+00:00
1-467153946,Queued,2012-01-25 14:50:41+00:00
1-467153946,Accepted,2012-01-25 14:53:07+00:00
1-467153946,Queued,2012-01-25 14:54:00+00:00
1-467153946,Accepted,2012-05-15 15:56:51+00:00
1-467153946,Completed,2012-05-15 15:57:39+00:00
1-467153946,Completed,2012-05-22 23:22:25+00:00
1-503573772,Accepted,2011-02-24 15:17:46+00:00
1-503573772,Accepted,2011-02-24 15:17:52+00:00
1-503573772,Queued,2011-02-24 15:19:35+00:00
1-503573772,Accepted,2011-02-28 12:46:38+00:00
1-503573772,Queued,2011-02-28 12:47:22+00:00
1-503573772,Accepted,2011-02-28 12:48:12+00:00
1-503573772,Queued,2011-02-28 12:53:24+00:00
1-503573772,Accepted,2011-05-04 16:07:37+00:00
1-503573772,Queued,2012-02-17 13:49:34+00:00
1-503573772,Accepted,2012-03-21 15:21:44+00:00
1-503573772,Accepted,2012-03-26 09:55:35+00:00
1-503573772,Queued,2012-03-26 09:57:04+00:00
1-503573772,Accepted,2012-04-03 13:29:44+00:00
1-503573772,Accepted,2012-04-03 13:29:49+00:00
1-503573772,Accepted,2012-05-04 06:58:20+00:00
1-503573772,Completed,2012-05-04 06:59:39+00:00
1-503573772,Completed,2012-05-11 23:21:31+00:00
1-504538555,Accepted,2011-02-28 13:13:33+00:00
1-504538555,Accepted,2011-02-28 13:13:40+00:00
1-504538555,Queued,2011-02-28 13:17:09+00:00
1-504538555,Accepted,2011-03-01 14:59:36+00:00
1-504538555,Queued,2011-03-01 15:00:16+00:00
1-504538555,Accepted,2011-03-01 17:34:25+00:00
1-504538555,Accepted,2011-03-01 17:46:00+00:00
1-504538555,Accepted,2011-03-02 06:42:49+00:00
1-504538555,Queued,2011-03-02 06:44:11+00:00
1-504538555,Accepted,2011-05-04 16:08:55+00:00
1-504538555,Queued,2012-03-13 09:53:43+00:00
1-504538555,Accepted,2012-03-13 10:11:24+00:00
1-504538555,Queued,2012-03-13 10:27:20+00:00
1-504538555,Accepted,2012-04-03 13:59:27+00:00
1-504538555,Accepted,2012-04-04 13:53:31+00:00
1-504538555,Accepted,2012-04-04 13:54:40+00:00
1-504538555,Accepted,2012-05-04 06:55:03+00:00
1-504538555,Completed,2012-05-04 06:57:02+00:00
1-504538555,Completed,2012-05-11 23:21:30+00:00
1-506071646,Accepted,2011-03-07 09:42:08+00:00
1-506071646,Accepted,2011-03-07 09:44:43+00:00
1-506071646,Accepted,2011-03-07 09:51:59+00:00
1-506071646,Queued,2011-03-07 09:52:51+00:00
1-506071646,Accepted,2011-03-07 10:48:31+00:00
1-506071646,Queued,2011-03-07 10:55:20+00:00
1-506071646,Accepted,2011-03-07 11:03:37+00:00
1-506071646,Accepted,2011-03-07 11:04:35+00:00
1-506071646,Accepted,2011-03-07 12:22:56+00:00
1-506071646,Queued,2011-03-07 12:24:38+00:00
1-506071646,Accepted,2011-03-07 13:13:15+00:00
1-506071646,Queued,2011-03-07 13:13:58+00:00
1-506071646,Accepted,2011-03-08 05:53:06+00:00
1-506071646,Queued,2011-03-08 05:55:54+00:00
1-506071646,Accepted,2011-03-08 08:16:24+00:00
1-506071646,Queued,2011-03-08 08:18:18+00:00
1-506071646,Accepted,2011-03-08 08:20:32+00:00
1-506071646,Accepted,2011-03-08 08:22:46+00:00
1-506071646,Accepted,2011-03-09 06:16:14+00:00
1-506071646,Queued,2011-03-09 06:17:16+00:00
1-506071646,Accepted,2011-03-09 16:03:41+00:00
1-506071646,Queued,2011-03-09 16:05:12+00:00
1-506071646,Accepted,2011-03-10 11:29:05+00:00
1-506071646,Accepted,2011-03-10 11:47:33+00:00
1-506071646,Accepted,2011-03-14 09:19:53+00:00
1-506071646,Accepted,2011-03-14 09:28:30+00:00
1-506071646,Accepted,2011-03-14 09:28:35+00:00
1-506071646,Queued,2011-03-14 09:29:13+00:00
1-506071646,Accepted,2011-03-14 09:30:27+00:00
1-506071646,Queued,2011-03-14 09:37:19+00:00
1-506071646,Accepted,2011-03-15 09:41:17+00:00
1-506071646,Queued,2011-03-15 09:53:36+00:00
1-506071646,Accepted,2011-03-15 10:00:18+00:00
1-506071646,Queued,2011-03-15 10:12:52+00:00
1-506071646,Accepted,2011-03-15 10:21:49+00:00
1-506071646,Queued,2011-03-15 10:23:58+00:00
1-506071646,Accepted,2011-03-15 10:27:28+00:00
1-506071646,Accepted,2011-03-15 10:33:30+00:00
1-506071646,Accepted,2011-03-15 11:38:16+00:00
1-506071646,Accepted,2011-03-15 13:39:01+00:00
1-506071646,Accepted,2011-03-23 09:13:28+00:00
1-506071646,Accepted,2011-03-23 09:13:29+00:00
1-506071646,Accepted,2011-03-23 09:17:21+00:00
1-506071646,Accepted,2011-03-24 09:12:18+00:00
1-506071646,Queued,2011-03-24 09:13:25+00:00
1-506071646,Accepted,2011-03-24 12:20:10+00:00
1-506071646,Queued,2011-03-24 12:20:46+00:00
1-506071646,Accepted,2011-03-24 16:50:30+00:00
1-506071646,Queued,2011-03-24 16:54:55+00:00
1-506071646,Accepted,2011-05-04 16:36:03+00:00
1-506071646,Queued,2011-05-23 12:52:07+00:00
1-506071646,Accepted,2011-05-24 13:02:14+00:00
1-506071646,Accepted,2011-05-24 15:16:36+00:00
1-506071646,Accepted,2011-05-25 14:25:09+00:00
1-506071646,Accepted,2011-05-26 12:52:07+00:00
1-506071646,Accepted,2011-05-26 14:20:06+00:00
1-506071646,Accepted,2011-05-26 14:21:36+00:00
1-506071646,Queued,2011-05-26 14:21:59+00:00
1-506071646,Accepted,2011-07-20 13:55:42+00:00
1-506071646,Accepted,2012-05-04 07:00:07+00:00
1-506071646,Completed,2012-05-04 07:01:21+00:00
1-506071646,Completed,2012-05-11 23:21:30+00:00
1-512795200,Accepted,2011-04-04 14:51:24+00:00
1-512795200,Accepted,2011-04-04 14:52:15+00:00
1-512795200,Queued,2011-04-04 14:58:11+00:00
1-512795200,Accepted,2011-04-04 15:11:27+00:00
1-512795200,Accepted,2011-04-04 15:11:37+00:00
1-512795200,Accepted,2011-04-04 15:18:04+00:00
1-512795200,Accepted,2011-04-04 15:24:46+00:00
1-512795200,Completed,2011-04-08 09:42:53+00:00
1-512795200,Accepted,2011-04-11 16:53:52+00:00
1-512795200,Accepted,2011-04-11 16:56:47+00:00
1-512795200,Queued,2011-04-11 16:57:06+00:00
1-512795200,Accepted,2011-04-12 06:21:26+00:00
1-512795200,Accepted,2011-04-12 06:22:36+00:00
1-512795200,Accepted,2011-04-12 07:12:13+00:00
1-512795200,Accepted,2011-04-12 07:12:19+00:00
1-512795200,Accepted,2011-05-31 08:39:43+00:00
1-512795200,Accepted,2011-05-31 08:39:48+00:00
1-512795200,Accepted,2011-10-28 13:22:35+00:00
1-512795200,Accepted,2011-10-31 07:06:01+00:00
1-512795200,Accepted,2011-10-31 07:06:05+00:00
1-512795200,Accepted,2011-12-09 10:24:12+00:00
1-512795200,Accepted,2011-12-09 14:00:24+00:00
1-512795200,Accepted,2011-12-09 14:00:29+00:00
1-512795200,Accepted,2012-03-12 09:03:11+00:00
1-512795200,Accepted,2012-03-12 09:03:15+00:00
1-512795200,Accepted,2012-03-19 12:15:59+00:00
1-512795200,Accepted,2012-03-19 13:21:01+00:00
1-512795200,Accepted,2012-03-19 13:23:52+00:00
1-512795200,Accepted,2012-03-20 08:32:27+00:00
1-512795200,Accepted,2012-03-20 08:32:53+00:00
1-512795200,Completed,2012-05-02 14:01:42+00:00
1-512795200,Completed,2012-05-09 23:20:47+00:00
1-516553982,Accepted,2011-04-13 14:04:32+00:00
1-516553982,Accepted,2011-04-13 14:05:38+00:00
1-516553982,Queued,2011-04-13 14:12:39+00:00
1-516553982,Accepted,2011-04-19 12:23:12+00:00
1-516553982,Queued,2011-04-19 12:27:05+00:00
1-516553982,Accepted,2011-04-19 12:57:53+00:00
1-516553982,Accepted,2011-04-19 13:01:16+00:00
1-516553982,Accepted,2011-04-22 09:29:18+00:00
1-516553982,Accepted,2011-04-22 09:30:27+00:00
1-516553982,Accepted,2011-04-27 16:38:48+00:00
1-516553982,Queued,2011-04-27 16:42:38+00:00
1-516553982,Accepted,2011-04-28 09:06:05+00:00
1-516553982,Queued,2011-04-28 09:07:04+00:00
1-516553982,Accepted,2011-04-28 10:02:04+00:00
1-516553982,Queued,2011-04-28 10:08:04+00:00
1-516553982,Accepted,2011-05-11 13:31:55+00:00
1-516553982,Queued,2011-07-27 12:28:46+00:00
1-516553982,Accepted,2011-08-16 15:42:06+00:00
1-516553982,Accepted,2012-05-04 07:01:57+00:00
1-516553982,Completed,2012-05-04 07:02:52+00:00
1-516553982,Completed,2012-05-11 23:21:30+00:00
1-522528740,Accepted,2011-05-03 07:42:21+00:00
1-522528740,Accepted,2011-05-03 07:42:31+00:00
1-522528740,Queued,2011-05-03 07:46:47+00:00
1-522528740,Accepted,2011-05-03 08:44:47+00:00
1-522528740,Queued,2011-05-03 08:45:41+00:00
1-522528740,Accepted,2011-05-03 10:05:52+00:00
1-522528740,Accepted,2011-05-03 10:05:57+00:00
1-522528740,Accepted,2011-05-03 11:20:46+00:00
1-522528740,Queued,2011-05-03 11:24:45+00:00
1-522528740,Accepted,2011-05-11 13:39:42+00:00
1-522528740,Accepted,2012-04-04 13:56:22+00:00
1-522528740,Accepted,2012-05-04 07:03:26+00:00
1-522528740,Completed,2012-05-04 07:06:01+00:00
1-522528740,Completed,2012-05-11 23:21:29+00:00
1-523391859,Accepted,2011-05-05 13:47:54+00:00
1-523391859,Accepted,2011-05-05 13:48:38+00:00
1-523391859,Accepted,2011-05-05 14:01:23+00:00
1-523391859,Accepted,2011-05-05 17:21:53+00:00
1-523391859,Accepted,2011-08-09 18:34:05+00:00
1-523391859,Accepted,2012-03-07 14:26:40+00:00
1-523391859,Completed,2012-05-03 12:49:21+00:00
1-523391859,Completed,2012-05-03 23:21:11+00:00
1-529067006,Accepted,2011-05-26 13:57:29+00:00
1-529067006,Accepted,2011-05-26 13:57:50+00:00
1-529067006,Queued,2011-05-26 14:07:31+00:00
1-529067006,Accepted,2011-05-30 10:44:09+00:00
1-529067006,Queued,2011-05-30 10:46:01+00:00
1-529067006,Accepted,2011-05-30 11:47:27+00:00
1-529067006,Accepted,2011-05-30 11:49:28+00:00
1-529067006,Accepted,2011-05-31 05:30:30+00:00
1-529067006,Queued,2011-05-31 05:31:53+00:00
1-529067006,Accepted,2011-05-31 08:02:29+00:00
1-529067006,Queued,2011-05-31 08:15:32+00:00
1-529067006,Accepted,2011-05-31 08:16:56+00:00
1-529067006,Queued,2011-05-31 08:21:50+00:00
1-529067006,Accepted,2011-07-06 14:51:06+00:00
1-529067006,Accepted,2011-07-06 14:51:08+00:00
1-529067006,Accepted,2011-07-20 12:39:07+00:00
1-529067006,Accepted,2012-05-04 07:20:17+00:00
1-529067006,Completed,2012-05-04 07:21:09+00:00
1-529067006,Completed,2012-05-11 23:21:29+00:00
1-529096847,Accepted,2011-05-26 16:01:53+00:00
1-529096847,Accepted,2011-05-26 16:02:23+00:00
1-529096847,Queued,2011-05-26 16:10:38+00:00
1-529096847,Accepted,2011-05-30 10:46:17+00:00
1-529096847,Queued,2011-05-30 10:48:32+00:00
1-529096847,Accepted,2011-05-30 10:52:42+00:00
1-529096847,Accepted,2011-05-30 10:57:50+00:00
1-529096847,Accepted,2011-05-31 12:01:27+00:00
1-529096847,Queued,2011-05-31 12:03:30+00:00
1-529096847,Accepted,2011-06-01 07:52:10+00:00
1-529096847,Accepted,2011-06-01 07:52:25+00:00
1-529096847,Accepted,2011-06-01 09:36:51+00:00
1-529096847,Queued,2011-06-01 09:37:06+00:00
1-529096847,Accepted,2011-06-01 09:38:08+00:00
1-529096847,Accepted,2011-06-01 09:41:39+00:00
1-529096847,Accepted,2011-06-01 10:09:35+00:00
1-529096847,Accepted,2011-06-01 10:11:02+00:00
1-529096847,Accepted,2011-06-01 10:11:09+00:00
1-529096847,Queued,2011-06-01 10:11:26+00:00
1-529096847,Accepted,2011-06-01 11:07:38+00:00
1-529096847,Accepted,2011-06-01 11:07:50+00:00
1-529096847,Accepted,2011-07-11 09:36:40+00:00
1-529096847,Queued,2011-07-11 09:58:50+00:00
1-529096847,Accepted,2011-07-11 10:06:14+00:00
1-529096847,Accepted,2011-07-11 10:06:18+00:00
1-529096847,Accepted,2011-07-11 10:14:25+00:00
1-529096847,Accepted,2011-07-11 10:21:28+00:00
1-529096847,Accepted,2011-07-14 09:58:50+00:00
1-529096847,Accepted,2011-07-15 08:22:05+00:00
1-529096847,Accepted,2011-07-18 08:22:10+00:00
1-529096847,Accepted,2011-07-25 12:43:58+00:00
1-529096847,Accepted,2011-07-25 12:44:03+00:00
1-529096847,Accepted,2011-08-31 09:39:40+00:00
1-529096847,Queued,2011-08-31 09:41:40+00:00
1-529096847,Accepted,2011-08-31 12:39:45+00:00
1-529096847,Queued,2011-08-31 12:40:02+00:00
1-529096847,Accepted,2011-08-31 12:42:35+00:00
1-529096847,Queued,2011-08-31 12:51:27+00:00
1-529096847,Accepted,2011-08-31 14:30:39+00:00
1-529096847,Queued,2011-08-31 14:30:52+00:00
1-529096847,Accepted,2011-08-31 14:35:34+00:00
1-529096847,Accepted,2011-08-31 14:38:36+00:00
1-529096847,Accepted,2011-08-31 14:49:06+00:00
1-529096847,Queued,2011-08-31 14:50:41+00:00
1-529096847,Accepted,2011-08-31 15:41:51+00:00
1-529096847,Queued,2011-08-31 15:43:59+00:00
1-529096847,Accepted,2011-08-31 15:46:46+00:00
1-529096847,Queued,2011-08-31 15:49:16+00:00
1-529096847,Accepted,2011-09-16 16:00:17+00:00
1-529096847,Accepted,2012-05-04 07:24:21+00:00
1-529096847,Completed,2012-05-04 07:25:13+00:00
1-529096847,Completed,2012-05-11 23:21:29+00:00
1-530458987,Accepted,2011-06-01 07:55:53+00:00
1-530458987,Accepted,2011-06-01 07:58:17+00:00
1-530458987,Queued,2011-06-01 08:02:37+00:00
1-530458987,Accepted,2011-06-06 12:51:13+00:00
1-530458987,Queued,2011-06-06 13:21:04+00:00
1-530458987,Accepted,2011-06-07 12:04:41+00:00
1-530458987,Accepted,2011-06-07 12:08:14+00:00
1-530458987,Accepted,2011-06-09 13:21:05+00:00
1-530458987,Accepted,2011-06-10 09:19:23+00:00
1-530458987,Queued,2011-06-10 09:21:07+00:00
1-530458987,Accepted,2011-06-14 10:36:29+00:00
1-530458987,Queued,2011-06-14 14:06:36+00:00
1-530458987,Accepted,2011-06-15 09:14:27+00:00
1-530458987,Accepted,2011-06-15 09:25:57+00:00
1-530458987,Accepted,2011-06-15 12:55:06+00:00
1-530458987,Queued,2011-06-15 12:57:08+00:00
1-530458987,Accepted,2011-06-16 09:43:41+00:00
1-530458987,Accepted,2011-06-16 09:44:53+00:00
1-530458987,Accepted,2011-06-22 15:38:39+00:00
1-530458987,Queued,2011-06-22 15:39:48+00:00
1-530458987,Accepted,2011-06-22 16:22:56+00:00
1-530458987,Queued,2011-06-22 16:26:25+00:00
1-530458987,Accepted,2011-07-06 14:48:02+00:00
1-530458987,Accepted,2011-07-06 14:48:05+00:00
1-530458987,Accepted,2011-07-20 12:34:41+00:00
1-530458987,Completed,2012-04-06 09:12:33+00:00
1-530458987,Accepted,2012-04-06 09:13:09+00:00
1-530458987,Accepted,2012-04-06 09:13:14+00:00
1-530458987,Accepted,2012-05-04 07:25:45+00:00
1-530458987,Completed,2012-05-04 07:26:18+00:00
1-530458987,Completed,2012-05-11 23:21:29+00:00
1-530772502,Accepted,2011-06-02 07:22:45+00:00
1-530772502,Accepted,2011-06-02 07:23:13+00:00
1-530772502,Queued,2011-06-02 07:36:23+00:00
1-530772502,Accepted,2011-06-06 11:16:57+00:00
1-530772502,Queued,2011-06-06 11:17:50+00:00
1-530772502,Accepted,2011-06-06 12:06:29+00:00
1-530772502,Queued,2011-06-06 12:08:54+00:00
1-530772502,Accepted,2011-07-06 14:47:36+00:00
1-530772502,Accepted,2011-07-06 14:47:39+00:00
1-530772502,Accepted,2011-07-20 12:31:33+00:00
1-530772502,Queued,2012-04-19 16:05:54+00:00
1-530772502,Accepted,2012-05-04 07:26:59+00:00
1-530772502,Completed,2012-05-04 07:27:21+00:00
1-530772502,Completed,2012-05-11 23:21:29+00:00
1-530838254,Accepted,2011-06-02 15:17:44+00:00
1-530838254,Accepted,2011-06-02 15:24:37+00:00
1-530838254,Queued,2011-06-02 15:28:48+00:00
1-530838254,Accepted,2011-06-06 10:54:51+00:00
1-530838254,Queued,2011-06-06 10:57:46+00:00
1-530838254,Accepted,2011-06-06 11:23:05+00:00
1-530838254,Accepted,2011-06-06 11:25:31+00:00
1-530838254,Queued,2011-06-07 14:31:26+00:00
1-530838254,Queued,2011-06-07 14:31:27+00:00
1-530838254,Accepted,2011-06-07 17:40:40+00:00
1-530838254,Accepted,2011-06-07 17:40:42+00:00
1-530838254,Accepted,2011-07-06 14:45:09+00:00
1-530838254,Completed,2011-07-06 14:45:50+00:00
1-530838254,Queued,2011-07-06 16:35:36+00:00
1-530838254,Accepted,2011-07-06 16:51:44+00:00
1-530838254,Queued,2011-07-06 16:53:49+00:00
1-530838254,Accepted,2011-07-06 16:53:53+00:00
1-530838254,Queued,2011-07-06 16:54:21+00:00
1-530838254,Accepted,2011-07-07 07:54:32+00:00
1-530838254,Accepted,2011-07-07 08:12:26+00:00
1-530838254,Accepted,2011-07-07 13:25:52+00:00
1-530838254,Queued,2011-07-07 13:25:59+00:00
1-530838254,Accepted,2011-07-07 13:26:47+00:00
1-530838254,Accepted,2011-07-07 13:27:57+00:00
1-530838254,Accepted,2011-07-07 14:49:37+00:00
1-530838254,Accepted,2011-07-07 14:58:09+00:00
1-530838254,Queued,2011-07-08 11:31:55+00:00
1-530838254,Accepted,2011-07-08 12:16:14+00:00
1-530838254,Queued,2011-07-08 12:17:18+00:00
1-530838254,Accepted,2011-07-08 12:17:21+00:00
1-530838254,Accepted,2011-07-08 12:17:25+00:00
1-530838254,Accepted,2011-07-11 09:55:00+00:00
1-530838254,Queued,2011-07-11 12:32:37+00:00
1-530838254,Accepted,2011-07-11 12:41:23+00:00
1-530838254,Accepted,2011-07-11 12:43:21+00:00
1-530838254,Accepted,2011-07-14 12:32:37+00:00
1-530838254,Accepted,2011-07-18 15:01:05+00:00
1-530838254,Queued,2011-07-18 15:01:42+00:00
1-530838254,Accepted,2011-08-16 15:33:46+00:00
1-530838254,Accepted,2012-04-06 09:18:12+00:00
1-530838254,Accepted,2012-05-04 07:27:48+00:00
1-530838254,Completed,2012-05-04 07:28:43+00:00
1-530838254,Completed,2012-05-11 23:21:28+00:00
1-532109338,Accepted,2011-06-08 12:58:15+00:00
1-532109338,Accepted,2011-06-08 12:58:20+00:00
1-532109338,Queued,2011-06-08 13:02:01+00:00
1-532109338,Accepted,2011-06-08 15:20:33+00:00
1-532109338,Queued,2011-06-08 15:21:14+00:00
1-532109338,Accepted,2011-06-08 15:55:56+00:00
1-532109338,Queued,2011-06-09 08:34:50+00:00
1-532109338,Accepted,2011-06-09 10:19:26+00:00
1-532109338,Accepted,2011-06-09 10:21:37+00:00
1-532109338,Queued,2011-06-09 16:54:41+00:00
1-532109338,Accepted,2011-06-10 14:16:38+00:00
1-532109338,Queued,2011-06-10 14:29:07+00:00
1-532109338,Accepted,2011-06-10 14:29:59+00:00
1-532109338,Queued,2011-06-10 14:31:48+00:00
1-532109338,Accepted,2011-07-06 14:45:53+00:00
1-532109338,Accepted,2011-07-06 14:45:56+00:00
1-532109338,Accepted,2011-07-20 12:30:13+00:00
1-532109338,Accepted,2012-04-06 09:09:19+00:00
1-532109338,Accepted,2012-05-04 07:29:15+00:00
1-532109338,Completed,2012-05-04 07:30:26+00:00
1-532109338,Completed,2012-05-11 23:21:28+00:00
1-536444735,Accepted,2011-06-24 12:23:13+00:00
1-536444735,Accepted,2011-06-24 12:23:15+00:00
1-536444735,Queued,2011-06-24 12:25:58+00:00
1-536444735,Accepted,2011-06-24 12:46:34+00:00
1-536444735,Queued,2011-06-24 13:37:42+00:00
1-536444735,Accepted,2011-06-24 14:08:11+00:00
1-536444735,Queued,2011-06-24 14:10:52+00:00
1-536444735,Accepted,2011-07-06 14:40:51+00:00
1-536444735,Accepted,2011-07-06 14:40:55+00:00
1-536444735,Accepted,2011-07-20 12:23:24+00:00
1-536444735,Accepted,2012-04-06 09:20:07+00:00
1-536444735,Accepted,2012-05-04 07:31:16+00:00
1-536444735,Completed,2012-05-04 07:31:48+00:00
1-536444735,Completed,2012-05-11 23:21:28+00:00
1-536481337,Accepted,2011-06-24 13:58:54+00:00
1-536481337,Accepted,2011-06-24 13:58:56+00:00
1-536481337,Queued,2011-06-24 14:02:31+00:00
1-536481337,Accepted,2011-06-24 14:42:25+00:00
1-536481337,Queued,2011-06-27 08:34:41+00:00
1-536481337,Accepted,2011-06-27 08:41:23+00:00
1-536481337,Accepted,2011-06-27 08:45:13+00:00
1-536481337,Accepted,2011-06-27 08:48:50+00:00
1-536481337,Queued,2011-06-27 09:05:48+00:00
1-536481337,Accepted,2011-06-27 10:24:37+00:00
1-536481337,Queued,2011-06-27 10:32:59+00:00
1-536481337,Accepted,2011-06-27 10:54:24+00:00
1-536481337,Queued,2011-06-27 10:59:32+00:00
1-536481337,Accepted,2011-07-06 14:39:12+00:00
1-536481337,Accepted,2011-07-06 14:39:30+00:00
1-536481337,Accepted,2011-07-20 13:53:58+00:00
1-536481337,Accepted,2012-04-06 09:14:17+00:00
1-536481337,Accepted,2012-05-04 07:32:16+00:00
1-536481337,Completed,2012-05-04 07:32:47+00:00
1-536481337,Completed,2012-05-11 23:21:28+00:00
1-537219938,Accepted,2011-06-28 10:35:39+00:00
1-537219938,Accepted,2011-06-28 10:35:57+00:00
1-537219938,Queued,2011-06-28 10:50:20+00:00
1-537219938,Accepted,2011-06-28 10:58:24+00:00
1-537219938,Queued,2011-06-28 10:59:36+00:00
1-537219938,Accepted,2011-06-28 16:45:50+00:00
1-537219938,Queued,2011-06-28 16:46:58+00:00
1-537219938,Accepted,2011-06-29 08:47:40+00:00
1-537219938,Queued,2011-06-29 08:48:21+00:00
1-537219938,Accepted,2011-06-29 08:51:19+00:00
1-537219938,Accepted,2011-07-02 08:48:21+00:00
1-537219938,Queued,2011-09-20 15:27:24+00:00
1-537219938,Accepted,2012-04-18 14:25:03+00:00
1-537219938,Queued,2012-04-18 14:26:29+00:00
1-537219938,Accepted,2012-05-02 13:34:18+00:00
1-537219938,Queued,2012-05-02 13:35:45+00:00
1-537219938,Accepted,2012-05-04 10:46:38+00:00
1-537219938,Completed,2012-05-04 10:46:58+00:00
1-537219938,Completed,2012-05-11 23:21:28+00:00
1-540390551,Accepted,2011-07-11 07:20:50+00:00
1-540390551,Accepted,2011-07-11 07:20:55+00:00
1-540390551,Queued,2011-07-11 07:28:43+00:00
1-540390551,Accepted,2011-07-11 07:28:45+00:00
1-540390551,Accepted,2011-07-11 07:28:47+00:00
1-540390551,Queued,2011-07-11 11:34:18+00:00
1-540390551,Accepted,2011-07-11 13:18:29+00:00
1-540390551,Queued,2011-07-11 13:28:02+00:00
1-540390551,Accepted,2011-07-11 13:35:23+00:00
1-540390551,Queued,2011-07-11 13:37:42+00:00
1-540390551,Accepted,2011-07-20 12:47:48+00:00
1-540390551,Accepted,2012-05-04 07:33:21+00:00
1-540390551,Completed,2012-05-04 07:34:16+00:00
1-540390551,Completed,2012-05-11 23:21:27+00:00
1-541468268,Accepted,2011-07-14 17:20:42+00:00
1-541468268,Accepted,2011-07-14 17:20:49+00:00
1-541468268,Queued,2011-07-14 17:22:51+00:00
1-541468268,Accepted,2011-07-15 07:43:36+00:00
1-541468268,Queued,2011-07-15 08:02:31+00:00
1-541468268,Accepted,2011-07-15 08:52:29+00:00
1-541468268,Queued,2011-07-15 08:56:59+00:00
1-541468268,Accepted,2011-07-20 13:50:38+00:00
1-541468268,Accepted,2012-03-14 15:29:41+00:00
1-541468268,Accepted,2012-05-04 07:34:46+00:00
1-541468268,Completed,2012-05-04 07:35:37+00:00
1-541468268,Completed,2012-05-11 23:21:27+00:00
1-543317665,Accepted,2011-07-25 13:45:15+00:00
1-543317665,Accepted,2011-07-25 13:45:29+00:00
1-543317665,Queued,2011-07-25 13:50:11+00:00
1-543317665,Accepted,2011-07-25 14:28:03+00:00
1-543317665,Queued,2011-07-25 14:34:15+00:00
1-543317665,Accepted,2011-07-25 14:50:14+00:00
1-543317665,Accepted,2011-07-25 14:52:35+00:00
1-543317665,Accepted,2011-07-25 14:57:23+00:00
1-543317665,Queued,2011-07-25 14:58:34+00:00
1-543317665,Accepted,2011-07-25 15:55:44+00:00
1-543317665,Queued,2011-07-25 16:02:17+00:00
1-543317665,Queued,2011-07-25 16:02:18+00:00
1-543317665,Accepted,2011-07-25 16:03:41+00:00
1-543317665,Queued,2011-07-25 16:05:51+00:00
1-543317665,Accepted,2011-07-26 11:03:30+00:00
